author_name,author_description,followers,author_url,country,target_country,region,post_count,avg_sentiment,total_engagement,total_impressions,tribe
Bella Divan,Your Elegant Companion and Discreet Confidante... available worldwide 🛩️🚄🥂,5832,http://twitter.com/belladivan/,,Other,Unknown,1,5.0,4,64,Travel Enthusiast
Kralik,"Gen-Xer on sovereign, ceded territory. https://t.co/vDDi5Ln5pZ",5832,http://twitter.com/earlkralik/,,Other,Unknown,1,5.0,2,21,Unclassified
𝓙𝓮𝓶𝓶𝓮,spicy + savage • bêtise connoisseur,5818,http://twitter.com/Jem758/,United Kingdom,UK,TC2_EU,1,-5.0,0,0,Unclassified
Billie,FRIENDS ARE THE FAMILY WE CHOOSE  ᐰ,5798,http://twitter.com/BillieO2/,United States,US,TC1_NA,1,5.0,0,0,Unclassified
Angie the Truthsayer,"Patriotic and free; 🇬🇧🇬🇧🇬🇧 MBGA; I will never surrender! NOT Far right, just right. no DMs please.",5797,http://twitter.com/MutlyPaul/,United Kingdom,UK,TC2_EU,1,-5.0,1,38,Unclassified
Mary_ella 🇨🇮/🇬🇦,Tiktok: mary_ella04,5766,http://twitter.com/Mariel_A88/,,Other,Unknown,1,-5.0,0,0,Unclassified
Grisouille 🫵 (bull/acc),full time life enjoyer // autistic // few understand,5763,http://twitter.com/GrisouilleF/,,Other,Unknown,1,0.0,14,2806,Unclassified
❌SuperMan45UNfilteredAF❌,🇺🇸TRUTH SPEAKER AT NON PROFIT POLITICAL COMMENTATOR_Typo👸🏻🇺🇸FB: @GuntherEagleman @Chicago1Ray @NickAdamsinUSA @RealMattcouch @TexasRepublic71,5755,http://twitter.com/R3SP3CT4ALL45/,United States,US,TC1_NA,1,0.0,0,0,Tech/Digital
THIS IS THE WAY!,Black SOULutions is an empowerment platform. 49ers | Lakers | USC | SF Giants | Boxing | Graphic Designer | #FBA #KOTR,5741,http://twitter.com/RoscoesMr/,,Other,Unknown,1,-5.0,1,98,Luxury Lifestyle
ekri,prev rentech,5734,http://twitter.com/ekrii3/,,Other,Unknown,1,0.0,0,789,Tech/Digital
1000 Forms Of Fear 🕸️🐍🦞🦂🕷️🪳🦟🦅🦇,"Social Justice Advocate with a firm believe that any human with a massive FUPA deserves a monthly stipend. We just want a JUST Nation, not DISCRIMI Nation !",5716,http://twitter.com/randzejude/,,Other,Unknown,1,-5.0,0,0,Unclassified
Howie,"Success is earned, never given. #TravelBae ✈️ 28 Countries Strong 🌎 FORA Travel Advisor",5701,http://twitter.com/whal510/,United States,US,TC1_NA,1,0.0,7,109,Travel Enthusiast
Dave,"$invalid_eutxo - @DiscoverCardano. For newcomers to Crypto - Steer clear of VC and insider chains, Don't be exit liquidity..",5694,http://twitter.com/invalid_eutxo/,United Kingdom,Other,Unknown,2,0.0,11,687,Tech/Digital
Targeted International,NOT a TI organization. Extensive research on this program. I post factual sources on torture tech & ways to cope while being tortured. #havanasyndrome,5688,http://twitter.com/TargetedInt/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
🐭Kottage Fox Schwurbler Z28.310,"#lchf #carnivore #keto. C19 watch since Feb 2020. Food. Health. Autoimmune. Space. Weather. Science. Medicine. I raised a human. Eats 🥩I digest info, not 🌱",5680,http://twitter.com/kpvsmom/,Canada,CA,TC1_NA,1,-5.0,2,19,Tech/Digital
sara.,"🧩 | gaming | the link is to my steam workshop, there you’ll find my hopes and dreams | come hangout ☀️ startup founder when I’m not gaming",5675,http://twitter.com/ggsarzi/,,Other,Unknown,1,5.0,0,0,Business Traveler
𝕱𝖎𝖆𝖘𝖈𝖆.* 𝚆𝙽𝙲,A blistering ray of sunshine ♡ Igbo Kwenu 🇳🇬 ♡ Free Palestine,5674,http://twitter.com/uncletypewriter/,United Kingdom,UK,TC2_EU,1,5.0,0,0,Unclassified
Aaron Cohen 🔜 🌮🔔,"CPA, fan of #TwinPeaks | #DavidLynch | #TheXFiles | #StarWars | #Running | #VR | #LetsGoCanes and #SeaKraken | #RedSox",5670,http://twitter.com/ImoveCar/,United States,US,TC1_NA,1,5.0,4,3394,Unclassified
Wendy 🇨🇦,"Enjoy appreciating dedication of actors to roles such as PBS series: Sherlock, Grantchester; Canada's Murdoch Mysteries & US daytime drama, YR.",5664,http://twitter.com/perfectrose2011/,Canada,CA,TC1_NA,1,0.0,0,0,Business Traveler
paola nurnberg,"Giornalista TV Italia/estero. TV journalist, Italy and abroad,  special correspondent and news presenter. Views are mine. RT/FV not endorsement",5659,http://twitter.com/PAOLANURNBERG/,,Other,Unknown,1,5.0,13,518,Creative
sofianebenzaza,Tu me connais probablement car j'aime parler de ⚽  | You probably know me because I like talking  ⚽  #CCPP #CFMTL #CanMNT #TeamDZ #MLS #Soccer,5645,http://twitter.com/sofianebenzaza/,Canada,CA,TC1_NA,1,0.0,0,0,Tech/Digital
Human Capital 🇺🇦,📌🇫🇷🇪🇺| #HR #Management #Innovation #FutureOfWork #AI #Employment #Startup #socialentrepreneurship #CoDesign |,5615,http://twitter.com/HumanCapital_Fr/,France,FR,TC2_EU,1,0.0,0,0,Business Traveler
Travel World Experiences,"Worldwide Travel News - Best Holiday Deals Anywhere, Cheapest Flights, Cheapest Hotels, Cheapest Car Hire. Carribean, Maldives, Seychelles, Tahiti, Hawaii !",5592,http://twitter.com/TweetVacationHQ/,,Other,Unknown,1,5.0,0,0,Travel Enthusiast
कबीरा,Way cooler in reality than on Twitter....!!,5588,http://twitter.com/SecularTrainee/,,Other,Unknown,2,5.0,0,0,Unclassified
Alex Micu,"Photographer and writer. As seen in @_thecheesemag, @pitmagazineuk, @terraceedition https://t.co/VzQKATc89z lxmicu@gmail.com",5535,http://twitter.com/axelk/,United Kingdom,UK,TC2_EU,1,-5.0,0,0,Tech/Digital
Salim 😏,Humour😂 Astronomie🌜Histoire🤴 Photographie📸 Animaux🐱 Amour❤ no dm ⛔ 👠🐢🛩,5523,http://twitter.com/Salim029713202/,,Other,Unknown,1,5.0,0,0,Unclassified
bubble boi - e/acc,Mimetic Options Trader,5514,http://twitter.com/bubblebabyboi/,United States,US,TC1_NA,1,0.0,0,0,Unclassified
Jason S ♋ 🇺🇸,Houstonian. Local Intermodal Truck Driver. Moderate Democrat. Proud African-American. 👻/KIK: theluckyman87 http://facebook.com/theluckyman #BlackLivesMatter,5510,http://twitter.com/theluckyman/,United States,US,TC1_NA,2,2.5,0,0,Unclassified
Russell “Wolf” Grayson 🇺🇸🇸🇴🇮🇱,Writer/Lawyer/Marksman—#GirlDadX4—USMC(0370)Vet #ProudSoutherners since 1719—#AvidLibertarian—🚫Racism—#ArdentZionistJew/עם ישראל חי—🚫DMs,5505,http://twitter.com/WanagiWarrior/,,Other,Unknown,1,-5.0,0,0,Business Traveler
Au6🎖️,#Magia77 x @djwallpapergh🔥,5501,http://twitter.com/QuabenaOsei_/,,Other,Unknown,1,5.0,1,2,Unclassified
Stephe96,Was banned for six months - X apologized for their “mistake.” I Retweet stuff I think is funny or thought-provoking. RTs do not = endorsement!,5492,http://twitter.com/Stephe96/,,Other,Unknown,1,-5.0,0,0,Unclassified
Zain,eCommerce & Crypto. Building brands with my wife while traveling the world.,5488,http://twitter.com/NotZainAgain/,,Other,Unknown,1,5.0,0,14529,Travel Enthusiast
virgin,inventor of asmr. i did @javdottxt,5476,http://twitter.com/wwwdotyoutube/,United States,US,TC1_NA,1,5.0,16,655,Unclassified
Ryan Painter | Public Speaker 🎤,"Principal, Rhino Strategy and Public Relations | Proud Canadian | Suicide Survivor | Podcaster and freelance writer | Am Yisrael Chai | Philippians 4:13",5450,http://twitter.com/ryanlpainter/,Canada,CA,TC1_NA,1,-5.0,32,2365,Tech/Digital
Mr Isa,Tech and Tech and Tech/Founder @mobilehub_ug/0785400366,5440,http://twitter.com/_TooThpasTe___/,,Other,Unknown,1,5.0,8,342,Business Traveler
BeachDreamer,💯America first💯 Strong willed/strong minded FNP. Imperfect Christian.💥No DM’s. No porn💥 Save our children. I am 💯 blunt and to the point.,5439,http://twitter.com/BdoinitmywayK/,,Other,Unknown,1,-5.0,0,0,Unclassified
Jarrett 🇺🇸,"According to Grok: ""Professional provocateur. Expert in the art of the well-timed roast. If you're easily offended, look elsewhere.""",5431,http://twitter.com/whoismrzero/,United States,US,TC1_NA,1,-5.0,9,543,Business Traveler
Gillian Flavell,Scottish Canadian 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇨🇦🇬🇧 Administered International Trade Law Firm & herded lawyers. Slightly to the right of Attila & very far from woke.🚫DMs,5431,http://twitter.com/FlavellG/,France,FR,TC2_EU,1,-5.0,0,0,Business Traveler
dj fountz,"PD at WOWI 103 JAMZ, WHBT 92.1 THE BEAT & WMOV MOVIN 107.7---MIXSHOW/EVENT/WEDDING/FRESH RADIO DJ",5426,http://twitter.com/djfountz/,,Other,Unknown,1,-5.0,3,102,Unclassified
Big momma yo arm 🥺,i just talk my shit defend #ChiefsKingdom and #KingJames and R/T porn sometimes 😂 follow my cousin @BigJunieKC 🗣 LETS ROLL FRIIIIIIENDS,5414,http://twitter.com/B_Got_It_5100/,United States,US,TC1_NA,1,-5.0,7,476,Tech/Digital
Jeannie 🇬🇧💚🩶💜,Dementia Friends Champion. Exiled Yorkshire lass. Working class. Wobbly RC. Politics ranter. Free speech. Block abuse. Woman. No DMs,5401,http://twitter.com/jeanniejuno/,,Other,Unknown,1,-5.0,0,0,Unclassified
UAP Jedi 🛸,UAP truth seeker. Karl Nell at the 2024 Salt Conference “Zero Doubt”! uapjedi@protonmail.com,5394,http://twitter.com/UAPJedi/,,Other,Unknown,1,0.0,28,11792,Tech/Digital
Tesla In The UK,"Tesla fan, showing Tesla Superchargers in the UK and other Tesla & EV news. Not affiliated with Tesla. Fan of all EVs #Tesla #EV",5374,http://twitter.com/TeslaInTheUK/,,Other,Unknown,1,5.0,0,0,Unclassified
Cajun,OG Team Member of @beard_vet coffee  US ARMY Infantry Vet  Prior Web3 experience  Discord Mod. 7 projects  Core team member 1,5370,http://twitter.com/CajunVetX/,,Other,Unknown,1,-5.0,0,0,Tech/Digital
_Nadine|01katarina.eth,"#SpacesHost| AMA Host🎙️| People are my passion, numbers are my thing. 🇺🇸 🇭🇹 🇵🇱 Disclosure: DYOR/NFA",5363,http://twitter.com/_01Katarina/,,Other,Unknown,1,-5.0,0,0,Unclassified
Robin Nicholas,"I hate injustice, detest MSM bias and support a fair and level playing field. Those who cannot remember the past are condemned to repeat it. NO DM.",5362,http://twitter.com/nicholas_robin/,United Kingdom,UK,TC2_EU,1,-5.0,1,10,Tech/Digital
Jessa G.,Meat & potatoes girl surrounded by sushi.  Anti-communist conservative. 🇺🇸 #Constitution #Bolts⚡ #Gators 🐊  #Canes 🏈  Sic Semper Tyrannis,5344,http://twitter.com/SweetGaelicGirl/,United States,US,TC1_NA,1,-5.0,4,6,Japan Interest
Muad’Dib,"Sales Leader || Kojo Cue || J Cole || First on the throttle, last on the brakes.",5324,http://twitter.com/WN_Myers/,,Other,Unknown,1,-5.0,0,0,Unclassified
Paul paintshop,"Back on  here because I was banned, thanks to Elon I got my voice back, once again politically homeless and Labour will bankrupt the country, fuck off Beaker",5315,http://twitter.com/Jameypaint/,,Other,Unknown,1,-5.0,0,0,Tech/Digital
Alastair McKenzie,"https://t.co/AUCOr62Xyc editor, social travel speaker/influencer, and co-author Bradt Guide to the D-Day Landings (2024).",5308,http://twitter.com/alastairmck/,United Kingdom,UK,TC2_EU,1,0.0,1,20,Travel Enthusiast
Paddington Ewart,Eclectic. #AbolishHolyrood,5283,http://twitter.com/mik61scot/,,Other,Unknown,2,0.0,2,319,Unclassified
Tracy-Anne Rowthorn 🇬🇧🇺🇲,"❤️My Family,Cooking, STRONG Believer in freedom of speech, PATRIOT.❤️The royal family but not the Harkles. NO WOKE LEFTIES 🛑 NO DM'S OR WILL BE BLOCKED.",5279,http://twitter.com/TracyLeeche/,United Kingdom,UK,TC2_EU,1,0.0,33,2436,Unclassified
MSM is Pravda,"I am me. if you have issues with this, perhaps you need to be a better you. if you think that I am a bot..bite me",5264,http://twitter.com/RitchieJodi/,United States,US,TC1_NA,1,0.0,0,0,Unclassified
Samy Djidda,AnalystePolitique|#StopCFA|#Africtiviste|#Yali|Leader|Leadership|#ENAM🇨🇲|#UCAC|#SOA|Blogger|#PSG|#Tennis🎾,5247,http://twitter.com/samy_writer235/,United States,US,TC1_NA,1,0.0,0,0,Creative
SandyG,WalkAwayDem/America First 🇺🇸,5237,http://twitter.com/SmedleyB46/,United States,US,TC1_NA,1,-5.0,2,3,Unclassified
🍓🐒🐀💀🌈 Doamitrce di sugo 🦄🐰🐁🦧🍰,"Love shall conquer #crueltyfree 🏴‍☠️ Negazionista dell'irrazionale artista, musicista, autrice  Qui si parla bene e si pensa meglio  - Click incivili -",5200,http://twitter.com/InMonsterland/,,Other,Unknown,1,0.0,0,0,Creative
Berenice,Springt im Feld den Träumen nach,5186,http://twitter.com/Rosengelee1/,Germany,DE,TC2_EU,1,0.0,0,0,Unclassified
Micoco 🇵🇭🇰🇷🇨🇦,"Loves capturing moments at events &festivals through videos, Also, humorously aspiring to become a Squid Game soldier gamer. (kidding)",5171,http://twitter.com/GinesMaria11/,Canada,CA,TC1_NA,4,-2.5,5,428,Unclassified
Karen Grennell,@maddogpac @LIUNA @MIAFLCIO #1u #Solidarity #UnionStrong @SenStabenow @GovWhitmer @RepSlotkin @dankildee @singhsam94 @GaryPeters #VoteBlue #Resist @MichiganDems,5168,http://twitter.com/KSITESL/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Ikman,Barca fan  l   Cybersecurity and Fraud Expert   l   An advocate of good governance   I   Peter Obi supporter,5166,http://twitter.com/gentleagu/,,Other,Unknown,1,-5.0,0,0,Unclassified
DC,Trying to raise a Detroit Crypto Community Marketing guru & Memecoin Degen! SUI!!,5166,http://twitter.com/Detroit_Crypto_/,United States,US,TC1_NA,2,-5.0,0,0,Tech/Digital
Libby Johnston,"Worked in Women's Health. Interests in the Heart, Nursing and Midwifery. Promote CPR and use of AEDs • Humour, Music, Art, Nature and the Garden",5165,http://twitter.com/Libbyextra/,United Kingdom,UK,TC2_EU,1,-5.0,6,132,Unclassified
🇺🇸 Five_O_BranDON 🇺🇸,⚓️ U.S. Navy Retired ⚓️ ~ 2A ~ ΜΟΛΩΝ ΛΑΒΕ ~ Patriot ~ Conservative ~ Alpha Male ~ Flirt ~ Sailor Mouth ~ Ford ~ Racing  Pronouns: 9mm/300 Win Mag #MAGA,5156,http://twitter.com/Five_O_BranDON/,,Other,Unknown,1,-5.0,0,0,Tech/Digital
Femi Fuse,PM | Fashion & Lifestyle | Stylfidence | Messi is my guy,5146,http://twitter.com/iamfemiFuse/,United Kingdom,UK,TC2_EU,1,-5.0,0,0,Luxury Lifestyle
Lowe 🗣️,🫵🏿,5145,http://twitter.com/loweGbe/,France,FR,TC2_EU,1,-5.0,31,4725,Unclassified
Sour Patch Kid ♐️,Welcome to my Ted Talk.,5137,http://twitter.com/LexiiBeSangin/,United States,US,TC1_NA,1,-5.0,1,45,Unclassified
Soulful Travel Guy,Travel More. Travel Better.  Find inspiration at https://t.co/d9NJl8dOlV!,5126,http://twitter.com/GuySoulful/,,Other,Unknown,6,1.6666666666666667,6,246,Travel Enthusiast
Min. Keith ✝️🛐,"Servant of the Most High. Whom the Son sets free, is free indeed! #TeamJesus",5116,http://twitter.com/MinJohnske/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Jonas Pope IV,ECSU alum. 2️⃣X #GirlDad. Pickelball enthusiasts. Finally found ✌🏾☮️,5102,http://twitter.com/JEPopeIV/,United States,US,TC1_NA,1,-5.0,3,866,Unclassified
James Lloyd,father of four; drawn to islands,5094,http://twitter.com/jamesplloyd/,,Other,Unknown,1,0.0,0,0,Unclassified
Jen,MAGA 🇺🇸 #MAGA 🇺🇸Patriot 🇺🇸Freedom 🇺🇸 Conservative Jesus Loving American  2 hours a day - $900 daily pay https://t.co/QrgDEpiGUq,5092,http://twitter.com/jenhsdracing/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
Robin Rose,"Peaceful, Christian (with a Potty Mouth 👄)America First 👍🏻🇺🇸Will fight to protect my Freedom “Let’s Finish This” MAGA! NO DM’s🎯",5086,http://twitter.com/RobinRose2022/,United States,US,TC1_NA,1,-5.0,1,2,Unclassified
Tonya McKenzie | PR & Sports Media Pro,"💻 PR Strategist | Sports Media Pro  💼 Founder @SandAndShores 👩🏽‍⚖️ LA County Commissioner | ΖΦΒ 💙 🖤 SportsMom  📩 DM for pitching, media + visibility 📈",5066,http://twitter.com/TonyaMcKenziePR/,United States,US,TC1_NA,1,-5.0,0,0,Business Traveler
LoLNothingMatters,Coping and seething since 2008.  A Mitch McConnell Conservative.  Buck up - things will get worse before they get worse.,5043,http://twitter.com/DastDn/,,Other,Unknown,1,0.0,13,710,Unclassified
Jodi Buttarazzi,Fighter for truth! Believer in our Constitution & our right to FREE SPEECH!  Married. No DM's unless u have info. #unvaccinated #freespeech #Trump2024,5035,http://twitter.com/JBrazzi3/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Dale Benton,God Bless America Old as 57 Chevy Trump is my president!! Michigan is my state ashamed of my governor!!,5028,http://twitter.com/DaleBen98174578/,,Other,Unknown,1,-5.0,0,0,Unclassified
Sanjay Lazar,LINKEDIN TOP VOICE | 38yrs in Aviation |Harvard |Lawyer|KANISHKA SURVIVOR |Author-https://t.co/ylDo43KQOb,5014,http://twitter.com/sjlazars/,,Other,Unknown,2,0.0,19,2868,Business Traveler
Vho-Rasi,Live and Let Live!,5007,http://twitter.com/LJRasi/,,Other,Unknown,1,-5.0,0,0,Unclassified
"🏴󠁧󠁢󠁥󠁮󠁧󠁿 Happy days, Alan. 🏴󠁧󠁢󠁥󠁮󠁧󠁿","Adventure motorcyclist, 3 mth RTW trip, Animal lover, LOVE MY 🇬🇧 retired HGV driver, voted Reform, retweets are not endorsements, protect free speech ! no DMs",4974,http://twitter.com/HappydaysAlan1/,United Kingdom,UK,TC2_EU,1,-5.0,1,23,Travel Enthusiast
No Taxation Without Reparations,They’re all crooks #BlackFirstPolitics #IND #Reparations #TakeItDown https://t.co/yuLKIJEWmC,4969,http://twitter.com/lifeandmorelife/,,Other,Unknown,1,-5.0,0,0,Unclassified
⚡Gain Bangers.VOLT,"X Space Host-Content Creator-YL  Meme coin hunter, sharing gems early so you can 2x and jeet. Follow and Keep up. CA: 0x7f792db54b0e580cdc755178443f0430cf799aca",4957,http://twitter.com/Young_Light317/,,Other,Unknown,1,-5.0,8,323,Creative
Clive Allan,"Ex cop, dog lover and creator of Inspector Neil Strachan, historian/Scottish Highland Detective. Author of The Drumbeater, and The Well of the Dead. 🇺🇦🇬🇧",4952,http://twitter.com/clive_allan/,United Kingdom,UK,TC2_EU,1,0.0,2,0,Business Traveler
Far-middle agitator,Assigned Kamala at Birth. Taking bullets for Democracy.,4947,http://twitter.com/TwinOfTiger/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Lee🐉,,4926,http://twitter.com/lee_daniel_/,,Other,Unknown,1,0.0,5,459,Unclassified
JudyMB,#AlbertaIndependence. The Canada I love no longer exists. Unknown DMs and Impersonations will be immediately blocked,4905,http://twitter.com/JudyMaxB/,Canada,CA,TC1_NA,1,-5.0,0,0,Tech/Digital
Wickman,Are my methods unsound?,4887,http://twitter.com/ihateFiifi/,,Other,Unknown,1,-5.0,0,0,Unclassified
DeFi Voyager,"🔍 DeFi Researcher & Investor 💡 Sharing my investment strategies, knowledge and hands-on expertise",4879,http://twitter.com/DeFiVoyager_X/,,Other,Unknown,1,-5.0,0,0,Business Traveler
Dat Nato,"God 1st | Ikigai | The Rambler |  If you take what I say, out of context, I won't put them back into context E really do be things",4858,http://twitter.com/Dat_Nato/,,Other,Unknown,1,-5.0,0,0,Tech/Digital
Sherry Chaffin🧢,A California ex-pat. I miss the beach! Never mess with an old lady who used to be a flight attendant😆NO DMs!Blue dot in the Bible Belt-music saving me.☮️❤️☕️💙,4854,http://twitter.com/SherryChaffin1/,United States,US,TC1_NA,1,-5.0,0,38,Unclassified
Lu Korte,"Fine Arts, Photography, Design, BFA, EBike, Travel",4850,http://twitter.com/homewithlu/,Canada,CA,TC1_NA,1,0.0,3,91,Travel Enthusiast
Keith Lewin 💙,NHS Supporter. Fiercely pro European. Believer in fairness for all (except Piers Morgan obviously) and the rules of cricket. Subscriber to @BylineTimes.,4842,http://twitter.com/KeithLewin1/,,Other,Unknown,1,-5.0,0,0,Tech/Digital
Your Boy Pat!,I'm still just a man with opinions and a livestream channel. Willing to hear yours.,4837,http://twitter.com/yourboyPat47/,United States,US,TC1_NA,1,-5.0,12,182,Unclassified
Jeff Thompson,🕺 Medical Imaging Engineer - crazy music lover❤ 🕺🎧🎶#music 🎶🎧🕺#80s #motorsport #photography 📸 #panda #ipanda 🐼🐼🐼  😁More a Mashup Tweeter!😁,4834,http://twitter.com/jeffjthompson/,United Kingdom,UK,TC2_EU,1,0.0,0,0,Tech/Digital
"The Riddick MD, DeSantis 2024","Proud Floridian, Patriot, US Navy Veteran, Hematologist/Oncologist. Freedom, End Leftists. NoWoke. No Trump. Dad NYPD DeSantis Will Make America Better!🐬🇺🇸",4816,http://twitter.com/FuriasRuler/,United States,US,TC1_NA,1,5.0,3,0,Unclassified
Die In Place 🗽⚔🇺🇲🪂🪖,Fighting the Fight. OG ttrpg Gamer. Army Vet. Author. Business Owner. Believer in Self-determination. Less is Generally More.,4804,http://twitter.com/DieinPlace/,,Other,Unknown,1,-5.0,12,179,Business Traveler
marion mertins,#TRUMPisBACK and will #STOPChildTrafficking and and ..,4803,http://twitter.com/MarionMertins/,,Other,Unknown,1,-5.0,1,6,Unclassified
Bilal Farooqui,i love robots & I'm really mad about what apple did to demerzel; e/acc; we should build our own r. daneel olivaw; building healthcare AI,4803,http://twitter.com/bilalfarooqui/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
David C,Proud California native. Four decades as a Logistics Safety Professional. Retired with my beautiful wife. MAGA 💯🇺🇸,4797,http://twitter.com/beegjuan1/,United States,US,TC1_NA,2,2.5,2,297,Business Traveler
sally jean,Artist...doing what I love! Living the simple life. Sweet. Silly. Spicy. Sassy. Talks back.  MAGA. FKR. Maine Coon Mama. I don’t proofread. No DM’s. 🇺🇸,4795,http://twitter.com/sally_jean/,United States,US,TC1_NA,1,0.0,6,101,Tech/Digital
Homemadejelly**,"Just an old lady, doin the best I can, #Trump!   #Patriot #God Fearing Born Again Veteran #Maga",4791,http://twitter.com/Homemadejellie/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
"Sonya Barlow - Tech, Travel & Talk","CEO @lmfnetwork , Author, Travel & Tech Writer & MC,🎙️BBC Presenter Everyday Hustle @bbcasiannetwork, Sonya Barlow 50K YouTube,  ADHD 📧hello@sonyabarlow.co.uk",4791,http://twitter.com/sonyabarlowuk/,United Kingdom,UK,TC2_EU,1,-5.0,8,70,Business Traveler
Charlotte Bailey,"Aviation writer, researcher and journalist. Author of Vampire Boys. Winner of the 2024 Aerospace Media Awards Best New Journalist of the Year.",4766,http://twitter.com/penandpaper1989/,United Kingdom,UK,TC2_EU,1,0.0,0,0,Travel Enthusiast
Grant Thomas ✈️🏖🏔,"Expert in frequent flyer miles, hotel loyalty points, credit card rewards, and cash back deals. Check out http://travelwithgrant.com to learn more.",4759,http://twitter.com/travelwithgrant/,United States,US,TC1_NA,1,-5.0,0,0,Travel Enthusiast
Jason | Chuck Roll Patrol,"Meat and Metal and ‘murica | High brow food, low brow humor.",4744,http://twitter.com/fancypirate8/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Kathryn rose🇺🇸,Not PC and IDC about your feelings.  #EatMoreBeef #FamilyFirst.,4717,http://twitter.com/Katvat77/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Cole World❄️🌎‼️,Tell them bitches get a stick I’m done leading the blind. 🗣 Shop @Reallyrawextensions on IG‼️,4711,http://twitter.com/so_colehearted/,,Other,Unknown,1,-5.0,0,0,Unclassified
Neyoking👑,MSc Project Management | BSc Sociology | PRINCE2® Certified | Project Coordinator @NeyoSwift_Guards | Fitness Enthusiast | Volunteer,4707,http://twitter.com/Neyoking_/,,Other,Unknown,1,0.0,2,326,Unclassified
Svn Frvncisco D.E.O.,"Music Management, Distribution, & Music Consultation  Owner: Official Bizness Studio  Founder @trackdout Executive Producer - History of the Bay",4704,http://twitter.com/DEO415/,United States,US,TC1_NA,1,-5.0,0,0,Business Traveler
becourageous,"🌊🌊🌊Trying to rebuild, after being too harsh on tRump. 🙄😏Proud Liberal, dog lover, dual citizen. (Happily married, no DM’s, please)🇨🇦🇺🇸💙💛💙💛🇺🇦",4698,http://twitter.com/marinat71335762/,,Other,Unknown,1,-5.0,1,13,Unclassified
Cinzia Hayes,I have found my beach,4687,http://twitter.com/cynthia_hayes/,,Other,Unknown,1,-5.0,1,14,Unclassified
CanadaInPeril,Canada 🇨🇦 Stand-Up & Speak-Up for your Constitutional & Charter Rights & Freedoms ! #ReligiousFreedom #TrudeauMustGo (LISTS=Block),4677,http://twitter.com/CanadaInPeril/,Canada,CA,TC1_NA,1,0.0,4,82,Unclassified
William Owen,| political | cats | bikes | civil rights | tech | photography https://t.co/nbFD75t1Hb,4655,http://twitter.com/Bill_Owen/,,Other,Unknown,1,-5.0,4,234,Tech/Digital
Olivia Pope de Ndzomoe,Plug & people’s person. Project manager #ACreativeLab / Fan de hip-hop et féministe/ Wannabe fitgirl chez Mabundi IG: @andreeclaude__ / host du podcast TLVIMH,4652,http://twitter.com/DrDree_/,,Other,Unknown,1,-5.0,2,306,Business Traveler
ddsnorth ™,I'm just a figment of your imagination persisting I exist,4652,http://twitter.com/ddsnorth/,Canada,CA,TC1_NA,1,0.0,0,0,Unclassified
Prof. Mario I Aguilar,"Director CSRP (St Andrews) PhD SOAS, KTS, FRHistS, Camaldolese, biographer of Pope Leo XIV, Editor Bulletinof Vatican Diplomacy ཏཱ་ལའི་བླ་མ་ཁྲི་ལོར་བརྟན་པར་ཤོག",4649,http://twitter.com/MarioIAguilar/,United Kingdom,UK,TC2_EU,1,0.0,0,0,Business Traveler
Andrew,Coventry City & England                  - all views are my own -,4643,http://twitter.com/andy_cov93/,United Kingdom,UK,TC2_EU,1,0.0,15,4841,Unclassified
Dale Checksfield,"Once owner of some shiny hats & a verified castle dweller. Master Mariner, @RoyalNavy 🗡N,  Master of Laws with a side of Pilot, occasionally found underwater.",4642,http://twitter.com/bylandseaandair/,United Kingdom,UK,TC2_EU,1,5.0,0,0,Unclassified
Chief,Tech-savvy Army Vet | Obsessed with Gen AI | Yuge Ye Fan | Jam to Buddy Guy Vibes | Ojibwe,4637,http://twitter.com/chiefxmeta/,United States,US,TC1_NA,2,-5.0,4,54,Tech/Digital
Julius Chapiro,"Interventional Radiologist, Physician-Scientist #LiverCancer, Associate Prof, PI @Yale_IR Interventional Oncology Lab #team🇩🇪🇺🇸🦅 (Opinions are my own)",4632,http://twitter.com/JuliusChapiro/,United States,US,TC1_NA,1,0.0,2,99,Unclassified
George Mount,I teach analytics in modern Excel 📚 O'Reilly Author 🏆 Microsoft MVP,4589,http://twitter.com/gjmount/,United States,US,TC1_NA,1,-5.0,0,0,Creative
Martin U. Müller,Journalist (DER SPIEGEL) martin.mueller@spiegel.de,4584,http://twitter.com/MartinUMueller/,,Other,Unknown,1,0.0,0,0,Creative
Petr Svoboda,"playful scientist cynical biologist nerdy nerd & teacher professor de La Mancha admiring humanity, curiosity & Yossarian Lord of Sealand husband & father",4578,http://twitter.com/SvobodaLab/,,Other,Unknown,1,5.0,8,610,Unclassified
