author_name,author_description,followers,author_url,country,target_country,region,post_count,avg_sentiment,total_engagement,total_impressions,tribe,top_post
Lenina Crowne,"Natural redhead. Professional girlfriend. Statuesque pre-Raphaelite muse. 5ft 10. Lover of fine dining, sci-fi & history.",57583,http://twitter.com/RequiemLenina/,United Kingdom,UK,TC2_EU,1,0.0,58,5073,Business Traveler,http://twitter.com/RequiemLenina/status/1785733290231472554
Delete Your Handler,Architect of memory. Born under stars that no longer exist. You didn’t find this account. It found you. You were never supposed to forget.  ∗⧫𓂃∞,57175,http://twitter.com/thebeaconsignal/,,Other,Unknown,1,-5.0,60,52832,Tech/Digital,http://twitter.com/thebeaconsignal/status/2001928471992320489
Virginie Sigonney,✈️#avgeek 🇫🇷#aviation💙Personal account //// Please DM for removal or credit ©️,54574,http://twitter.com/GinieSigonney/,France,FR,TC2_EU,1,-5.0,4918,399478,Travel Enthusiast,http://twitter.com/GinieSigonney/status/1812914885379969166
Nathie,VR/AR Content Creator | 750k+ Subs | Proud Frisian | Only visiting this Planet,54489,http://twitter.com/NathieVR/,,Other,Unknown,1,0.0,6,537,Creative,http://twitter.com/NathieVR/status/1790039115657789483
Dr. Ron Daniels BEM,That Sepsis 6 guy. CEO @UKSepsisTrust (charity 1158843) & VP Global Sepsis Alliance. Compassion foremost. ICU doc. Solihull/Birmingham/London,53088,http://twitter.com/SepsisUK/,United Kingdom,UK,TC2_EU,1,-5.0,20,2259,Business Traveler,http://twitter.com/SepsisUK/status/1866512039423992105
Tom Goodwin,Keynote Speaker/Author/Consultant  Co-Founder:All We Have Is Now New weekly newsletter https://t.co/fSy26iQvC7,52426,http://twitter.com/tomfgoodwin/,,Other,Unknown,1,5.0,11,837,Business Traveler,http://twitter.com/tomfgoodwin/status/1833798794233737433
Demola Of Lagos 𓃵,"DigiComms - Trace West Africa - Anglophone  Story-Telling • Writing • Digital Content • Perception Management • Aviation, Wildlife, and Firearms Enthusiast.",51865,http://twitter.com/OmoGbajaBiamila/,,Other,Unknown,1,0.0,7,207,Travel Enthusiast,http://twitter.com/OmoGbajaBiamila/status/1895199731741270111
Stansaid Airport,00 Days 00 Hours 00 Mins & 52 Seconds since last near miss. Parody.,51855,http://twitter.com/StansaidAirport/,United Kingdom,UK,TC2_EU,2,2.5,99,5693,Unclassified,http://twitter.com/StansaidAirport/status/1938223579058852012
Ron Duprat,Michelin Trained Chef Television Host/Author/Keynote,51322,http://twitter.com/TopChefRon/,United States,US,TC1_NA,1,5.0,1,0,Tech/Digital,http://twitter.com/TopChefRon/status/1776195692660212220
Mike Netter,Main proponent for the drive to Recall Gavin Newsom California Needs a rebuild Radio & Vodcast Host Be on the air with us outraged@rebuildcalifornia.com,51315,http://twitter.com/nettermike/,United States,US,TC1_NA,1,-5.0,10114,345801,Tech/Digital,http://twitter.com/nettermike/status/1868371035973710094
Douglass Mackey,Support at https://t.co/gu7MO0UgVc or https://t.co/nNH9PwqjVm or https://t.co/qDKdMlwl9k,50293,http://twitter.com/DougMackeyCase/,,Other,Unknown,1,0.0,30,2182,Unclassified,http://twitter.com/DougMackeyCase/status/1939785591060598825
ELLIOT IN THE MORNING,Listen to Elliot In The Morning weekday...mornings 📻 https://t.co/0BjjxrzpmF ☎️ 866-2-ELLIOT | 866-235-5468,49692,http://twitter.com/EITMonline/,United States,US,TC1_NA,1,-5.0,7,987,Unclassified,http://twitter.com/EITMonline/status/2010735354069106780
Jack Maxey,"American man, father, friend. Fmr host #WarRoomPandemic master of #LaptopFromHell. Believer in God, Liberty, Constitution and America. Be not afraid",49309,http://twitter.com/JackMaxey1/,,Other,Unknown,1,-5.0,18,580,Tech/Digital,http://twitter.com/JackMaxey1/status/1944749985876054513
Jeffy,Host: Chewing the Fat with Jeff Fisher on @theblaze  | Heard on @patunleashed Mon thru Fri on @blazetv,48886,http://twitter.com/JeffyJFR/,United States,US,TC1_NA,1,-5.0,114,5009,Unclassified,http://twitter.com/JeffyJFR/status/2001785797192679889
Earl of The Shire,• A Farmer • A husband • A Daddy to two sons • A Horse Rider • A Polo player • A TV Actor • A country Gay •,48882,http://twitter.com/EarloftheShire/,United Kingdom,UK,TC2_EU,1,-5.0,27,2542,Business Traveler,http://twitter.com/EarloftheShire/status/1861866222360412276
Deenie,"TRUMP 2028; MAGA; AMERICA FIRST; ROLL TIDE; Lacey's BFF. Love God, family & country! Widow of Vietnam Veteran RIP",48826,http://twitter.com/deenie7940/,United States,US,TC1_NA,1,0.0,0,0,Unclassified,http://twitter.com/deenie7940/status/1939883574502551590
LIA 👸📈,"Investor, Independent Trader, Trading Psychology Coach. MSc. @Columbia University 🎓    Goodies:     https://linktr.ee/liathetrader",48432,http://twitter.com/Liathetrader/,United States,US,TC1_NA,1,5.0,0,8,Business Traveler,http://twitter.com/Liathetrader/status/1753737692146245665
Kari,I like talking kicks. Words & Quotes on @WSJ @businessinsider @NiceKicks @FootwearNews . Face on @youtube . #spaceshost 1906🤙🏽 📧SneakerPhetish@Gmail.com,47910,http://twitter.com/SneakerPhetish/,United States,US,TC1_NA,1,-5.0,25,4746,Business Traveler,http://twitter.com/SneakerPhetish/status/1826632988987129918
Cristian Worthington,"Founder of #startup @MondoPlayer. BLOG at @MediaVidi. I'm into #ContentMarketing, video content discovery and Social Media Marketing.",47563,http://twitter.com/CrisWorthington/,Canada,CA,TC1_NA,1,0.0,2,1,Business Traveler,http://twitter.com/CrisWorthington/status/1801233703001297210
Dan Bardell,"🎙🎥 Presenter/Podcaster/Panelist ⚽️ @SkySportsNews @WhoScored @Talksport2 @The1874Podcast ⚽️ ex @TheAthleticUK 📝Reps @RefreshSport, #AVFC fan. Views my own.",47419,http://twitter.com/danbardell/,United Kingdom,UK,TC2_EU,1,0.0,1,18,Creative,http://twitter.com/danbardell/status/1843569171168448835
Luxury Lifestyle,"#Luxury Resource of Companies, #Events, #News, & #Services. Sign up your Luxury Company .#luxurylifestyle #jetset #affluent #wealthy #UHNWI #HNWI",46984,http://twitter.com/luxurylifestyle/,,Other,Unknown,2,5.0,2,88,Luxury Lifestyle,http://twitter.com/luxurylifestyle/status/1928255672577098045
𝐃𝐚𝐯𝐢𝐝 𝐙 🇷🇺 🇮🇪,IRELAND &  🇷🇺 SMO /НИ ШАГА НАЗАД 🇷🇺 / @Ru_ZVZ backup / TG- https://t.co/LnUfq0U0df 🇨🇮,46075,http://twitter.com/SMO_VZ/,,Other,Unknown,1,0.0,6,434,Unclassified,http://twitter.com/SMO_VZ/status/1997654974650519735
DreamLeaf 🌱🌻 🍉,Joining the war on the woke mind virus on the side of the woke mind virus,45953,http://twitter.com/DreamLeaf5/,,Other,Unknown,1,-5.0,83,2710,Unclassified,http://twitter.com/DreamLeaf5/status/2001771977103540226
Bill Crosby,"Creator of https://t.co/4GTptJ2AGO, AI Nerd, I build cool shit that automates growth in social.",45353,http://twitter.com/BillCrosby/,United States,US,TC1_NA,1,5.0,0,0,Tech/Digital,http://twitter.com/BillCrosby/status/1976319352506023969
Ed West,"Writer, the Wrong Side of History substack",44761,http://twitter.com/edwest/,United Kingdom,UK,TC2_EU,1,0.0,2,29,Creative,http://twitter.com/edwest/status/1801560122583359636
Pascal-Emmanuel Gobry,"@PolicySphere // Twitter is for jokes and thinking outloud. // Like art, rugby, F1, cuisine // Francophone account: @pegobry_fr // e-acc",44515,http://twitter.com/pegobry_en/,France,FR,TC2_EU,2,-2.5,78,5894,Unclassified,http://twitter.com/pegobry_en/status/2007968518281863219
caroline mccarthy 🦝,"Tech optimist ✌🏻 | Xoogler, TED Resident | Infuriating centrist Abundance YIMBY, pro-nuclear, pro-🍄, pro-resurrecting saber tooth cats 🐈‍⬛",44494,http://twitter.com/caro/,United States,US,TC1_NA,1,5.0,23,3429,Tech/Digital,http://twitter.com/caro/status/1976030725565759515
Adam Rackis,"Software Engineer. Prev, Riot. TanStack, Next, React, C++ when I'm feeling nasty. Beer, whiskey, coffee snob. Book lover. Jr Developer for life.",43757,http://twitter.com/AdamRackis/,United States,US,TC1_NA,1,0.0,1,53,Tech/Digital,http://twitter.com/AdamRackis/status/1955987159086678115
Liz Mair,UK-US libertarian comms hack.Pro-Rishi ('22);Blunt(‘16);Walker(‘12-'15);Rand(‘13);Perry(‘12);Fiorina(‘10);RNC spox(‘08)/Clarke/Cameron(‘05). I ❤️ Arsenal.,43400,http://twitter.com/LizMair/,United States,US,TC1_NA,1,0.0,2,1475,Unclassified,http://twitter.com/LizMair/status/2006933587694911865
Pat C in Central FL 🏝☀️,Grateful FL transplant from MA who supports President Trump and Governor DeSantis. Happily married to USAF Vietnam Vet. Animal lover. No DMs! No porn!,42981,http://twitter.com/BeachCity55/,,Other,Unknown,1,-5.0,6,152,Unclassified,http://twitter.com/BeachCity55/status/1940019409868800257
gary leff,"Miles & Points, Mistake Fares, and Luxury Travel",42895,http://twitter.com/garyleff/,,Other,Unknown,64,-0.859375,159,78151,Travel Enthusiast,http://twitter.com/garyleff/status/1983636841820774787
Narinder Kaur,"Broadcaster, social commentator, TV personality.  Punjabi Geordie. Grew up in a corner shop. expect typos   @bbcsml @gmb  @Jeremyvineon5",42854,http://twitter.com/narindertweets/,United Kingdom,UK,TC2_EU,1,-5.0,18,3822,Unclassified,http://twitter.com/narindertweets/status/1849339440755327355
The Dutch Doge Guy 🐕,"Premium+ Chief Tip 🙅🏼‍♂️ Here for memes and the $Doge community 🐕 United we stand strong, divided we fail 💪🏻 Support my account and subscribe #070GANG",42842,http://twitter.com/070guy/,,Other,Unknown,1,0.0,40,25692,Luxury Lifestyle,http://twitter.com/070guy/status/1884622261165998118
Lateef 🙃,"Observing reality for what it is, a series of social constructs | it’s not serious unless I say otherwise | 82 countries 🌎 | views are my own",42830,http://twitter.com/LateefSaka/,France,FR,TC2_EU,1,-5.0,16,7734,Tech/Digital,http://twitter.com/LateefSaka/status/1861812322068537614
MunafromTravelletters,"Travel content creator | Sharing tips on visas, destinations, flight and everything travel| IG: @Travelletters_ I AM NOT A TRAVEL AGENT. HelloMunachi@gmail.com",42766,http://twitter.com/Munachimsoooo/,,Other,Unknown,1,0.0,115,19138,Travel Enthusiast,http://twitter.com/Munachimsoooo/status/1751680700904886470
0xAllen 🛡️🦇🔊,Quiet part out loud.  building: stuff | previously: @Vayner3,42498,http://twitter.com/0xAllen_/,,Other,Unknown,1,0.0,2,126,Unclassified,http://twitter.com/0xAllen_/status/1857204914700931553
Bradley Wall 🏳️‍🌈 🇪🇺🇬🇧🌍,"Lover of humanity, science, environment, international coope and everything positive the world has to offer. Campaigner when it is against something negative🌹",40891,http://twitter.com/BWallArthur/,United States,US,TC1_NA,1,-5.0,0,10,Travel Enthusiast,http://twitter.com/BWallArthur/status/1756037190973333516
"mommygirl, CPA",ACTUALLY !!! the real official mommygirl | certified Never been Serious in my Life about anything,40742,http://twitter.com/bigdumb_baby/,,Other,Unknown,1,-5.0,469,154988,Unclassified,http://twitter.com/bigdumb_baby/status/1994787835912884722
Paula London 🇬🇧,Broadcaster: Follow for news often with humour. Seen @bbc @gbnews @itv 📧 thepaulalondon@outlook.com. https://t.co/n1HYBN5bfc Views-My own,40598,http://twitter.com/misspaulalondon/,United Kingdom,UK,TC2_EU,1,-5.0,159,24067,Unclassified,http://twitter.com/misspaulalondon/status/1928626740873630123
Noelle✨,"dorkiest hot girl you will ever meet, mildly witty, woman in stem, AI enthusiast, & lingerie lover. tOSU alum",40539,http://twitter.com/maybeimabelle/,,Other,Unknown,1,5.0,3,32,Tech/Digital,http://twitter.com/maybeimabelle/status/1864505522080370812
Arrow,skins live daily @ https://t.co/gLCEuO57Rw | @skinswapcom partner arrowtwitch90@gmail.com,40534,http://twitter.com/ArowCS/,,Other,Unknown,1,-5.0,605,21790,Tech/Digital,http://twitter.com/ArowCS/status/1831957332395487265
Shivaye 🔱,..,39334,http://twitter.com/shivaye01/,,Other,Unknown,1,-5.0,10,7765,Unclassified,http://twitter.com/shivaye01/status/1802063723911348436
Paul Sloane,"Speaker, Facilitator, Author on lateral thinking & innovation. I help inspire people to be more creative. Book me for your meeting. Enroll in my online courses.",39190,http://twitter.com/PaulSloane/,United Kingdom,UK,TC2_EU,2,5.0,2,0,Creative,http://twitter.com/PaulSloane/status/1880640068416675951
☈ Chris Jackson ☈,Meteorologist | Storm Chaser | I like big clouds and I cannot lie | Aviation 📸 | Past 🧑🏼‍🚒🚒 | Master Mason Cedar Lodge 184AFM,38959,http://twitter.com/ChrisJacksonSC/,United States,US,TC1_NA,1,0.0,1,3,Travel Enthusiast,http://twitter.com/ChrisJacksonSC/status/1997685305470849037
holland🐰,of course she has an onlyfans  🔗 below,38793,http://twitter.com/thebiggestyee/,United States,US,TC1_NA,1,0.0,0,173,Unclassified,http://twitter.com/thebiggestyee/status/1801389661366931923
•Mairead• 🇬🇧✝️🏴󠁧󠁢󠁥󠁮󠁧󠁿 🐸 🇻🇦,**FREN** *CATHOLIC*  Anti-WEF/NWO  homeschool mom and staunch brain tumour warrior.,38395,http://twitter.com/RayMairead/,United Kingdom,UK,TC2_EU,1,-5.0,1,52,Tech/Digital,http://twitter.com/RayMairead/status/2009681758695145816
Mathias Priebe,#Priebshow ist meine Morningshow ☀️ auf X. Danach helfe ich Menschen ihre Ziele zu erreichen. Mitunter gründe ich Unternehmen.,37877,http://twitter.com/MathiasPriebe/,Germany,DE,TC2_EU,1,-5.0,223,2797,Unclassified,http://twitter.com/MathiasPriebe/status/1884153625884123633
FedSlayer,"Enemy of big gov, fake virtue, & unelected tyrants.  I slay swamp-born rats with a Constitution in one hand & receipts in the other.  Torch & shovel ready‼️",37618,http://twitter.com/FedSlayer/,,Other,Unknown,1,0.0,17,2290,Unclassified,http://twitter.com/FedSlayer/status/1926755097045770643
Lyman Stone 石來民 🦬🦬🦬,"Lutheran Husband Dad Kentuckian Demographer. Please forgive me: my tweets are often accidentally mean. @DemographicNTEL, @FamStudies Pronatalism Initiative",37463,http://twitter.com/lymanstoneky/,,Other,Unknown,1,5.0,395,45003,Unclassified,http://twitter.com/lymanstoneky/status/1976103398920380807
ZBreakingNewz,“Freedom (n.): To ask nothing. To expect nothing. To depend on nothing.” - Ayn Rand.,37449,http://twitter.com/ZBreakingNewz/,,Other,Unknown,2,-2.5,2,12,Unclassified,http://twitter.com/ZBreakingNewz/status/1827512309419589766
Ajay Awtaney,Aviation/Hospitality & Loyalty Journo | Miles & Points Nerd | Indian Credit Card Expert | #paxex | #avgeek | flown over a million miles| @skift @ndtvprofitindia,37346,http://twitter.com/LiveFromALounge/,,Other,Unknown,2,0.0,98,13284,Travel Enthusiast,http://twitter.com/LiveFromALounge/status/1861212230886531586
Jay Nelson 🍁,"The Political Commentator, Philosopher, Saw Operator, Tree Planter (& former artist) that wants you to remember what happened to Canada & make it Gr8 Again 🇨🇦",36293,http://twitter.com/StoneSculptorJN/,Canada,CA,TC1_NA,2,-5.0,6,44,Tech/Digital,http://twitter.com/StoneSculptorJN/status/1870160765077880867
Georgia Weidman,Author: Penetration Testing Founder: @bulbsecurity & @shevirahsec Professor: @UMDGlobalCampus @SCSU & @purdueglobal,36192,http://twitter.com/georgiaweidman/,United States,US,TC1_NA,1,-5.0,2,45,Business Traveler,http://twitter.com/georgiaweidman/status/2010406888870166556
mpilo 🇨🇩🇸🇩🇵🇸,#FreeCongo #FreeSudan #FreePalestine  Protect Black Women • Protect Queer Lives •,35880,http://twitter.com/mpilokhumalo_/,,Other,Unknown,1,0.0,1,149,Unclassified,http://twitter.com/mpilokhumalo_/status/1801714547163545763
ً,,35872,http://twitter.com/TAFELMUKOVIC/,United States,US,TC1_NA,1,0.0,0,0,Unclassified,http://twitter.com/TAFELMUKOVIC/status/1802041938197332306
Tim Duy,"Husband, father, Chief U.S. Economist, @sghmacro, @uoregon economist, Tim Duy's Fed Watch, former  columnist for @bopinion",35474,http://twitter.com/TimDuy/,United States,US,TC1_NA,1,0.0,0,0,Unclassified,http://twitter.com/TimDuy/status/1781822259692274167
Misneach 🐾🌈🏳️‍⚧️,The official unofficial account for the céad madra na hÉireann. like Síoda and Bród - gone but not forgotten.,35405,http://twitter.com/BrodHiggins/,France,FR,TC2_EU,1,0.0,197,5138,Unclassified,http://twitter.com/BrodHiggins/status/1801568288767410341
Rugi,Film Producer || Camper || Wildlife Lover || Hiker || Mobile Photographer || Wanderer || #GGMU || #redbullracing,35169,http://twitter.com/mercymurugi/,,Other,Unknown,1,-5.0,5,622,Creative,http://twitter.com/mercymurugi/status/2009515680085741677
David Furones,"Miami Dolphins beat reporter for Sun Sentinel. University of Miami alum. Unapologetically myself, I’m sorry. | IG: david.furones | dfurones@sunsentinel.com",34519,http://twitter.com/DavidFurones_/,United States,US,TC1_NA,1,-5.0,11,4296,Unclassified,http://twitter.com/DavidFurones_/status/1827032299373809966
MenTourPilot,"Founder of the Mentour Media group, 1.8M followers on YouTube, senior Captain on the Boeing 737. Always learning, always improving, always innovating.",34472,http://twitter.com/MenTourPilot/,,Other,Unknown,1,5.0,82,9971,Business Traveler,http://twitter.com/MenTourPilot/status/1780582507013972416
Idrees Ahmad | idreesahmad.bsky.social,Associate Editor—@newlinesmag; Contributing Editor—@lareviewofbooks; Bylines—@guardian @nybooks @foreignpolicy @WashingtonPost @TheTLS; Author—Dark Instruments,33613,http://twitter.com/im_PULSE/,,Other,Unknown,1,-5.0,1,28,Creative,http://twitter.com/im_PULSE/status/1885684005430849536
Mackenzie Gray,"National Reporter with Global National & Global News covering Parliament Hill | Always in a white shirt | I’m on TV for a reason, expect typos",33369,http://twitter.com/Gray_Mackenzie/,Canada,CA,TC1_NA,1,0.0,5,137,Unclassified,http://twitter.com/Gray_Mackenzie/status/1916785781647319363
Tim Acheson,"Entrepreneur, techie, mad scientist, dad.  Tech, web, AI, travel, outdoors, property, business, science, history, theology, politics, farming, scuba, boats, etc",33286,http://twitter.com/timacheson/,,Other,Unknown,1,-5.0,0,0,Business Traveler,http://twitter.com/timacheson/status/1923951602961895698
Aimen Dean,"Author (Nine Lives, My time as MI6 spy inside Al-Qaeda), Ex banker, Ex spy, advisor and a podcaster @MHConflicted",32677,http://twitter.com/AimenDean/,,Other,Unknown,1,-5.0,264,9478,Business Traveler,http://twitter.com/AimenDean/status/1941823423342051812
MJJJusticeProject Inc- #MJ Fan Acct,"Reg LLC -Fan Account for Michael Jackson- On Wordpress, Twitter, Instagram, Facebook, and Youtube",32497,http://twitter.com/MJJJusticePrjct/,,Other,Unknown,1,-5.0,6,220,Unclassified,http://twitter.com/MJJJusticePrjct/status/1917625917326909581
Mimi,Batman is the hero we deserve right now ... follow me on IG @fux0uttahea,31698,http://twitter.com/fux0uttahea/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified,http://twitter.com/fux0uttahea/status/1826661844926247392
Old Man Lefty,"Just an (some say overly) opinionated Black guy from Seattle.  Democrat all day, every day.  OldManLefty @jonbandit.bsky.social",31511,http://twitter.com/OldManLefty1/,,Other,Unknown,1,-5.0,64,371,Unclassified,http://twitter.com/OldManLefty1/status/1885514974011023492
Casey Mericle,Real Estate Degenerate.  Opinions are free the foolishness you’ll pay for. DM like you own the place.,31236,http://twitter.com/CaseyMericle/,,Other,Unknown,1,0.0,1,633,Unclassified,http://twitter.com/CaseyMericle/status/1911411420815573140
Sam North,🎥⚽️ Footy Adventures on YouTube,30551,http://twitter.com/The_Sam_North/,United Kingdom,UK,TC2_EU,1,5.0,229,76556,Travel Enthusiast,http://twitter.com/The_Sam_North/status/1865303040225349706
Planesanity,insane plane stuff,30297,http://twitter.com/planesanity/,,Other,Unknown,3,-3.3333333333333335,97,10239,Unclassified,http://twitter.com/planesanity/status/1952766271507890686
gino.eth 💽,"2x Grammy-winner, 7x nominee, 12x platinum 💿📈  Host of Good Luck! with Gino and #1 ranked cyberbully worldwide.",30210,http://twitter.com/GinoTheGhost/,,Other,Unknown,1,-5.0,19,3733,Travel Enthusiast,http://twitter.com/GinoTheGhost/status/1826693465385627743
Yvie's Pinned Tweet,"'But what we do have, we can polish. We can polish it, honey, til it blinds them.' - Duchess Milan              •      YOU WILL NEVER ERADICATE US.",30092,http://twitter.com/AdamantxYves/,United States,US,TC1_NA,1,5.0,0,0,Tech/Digital,http://twitter.com/AdamantxYves/status/1801577431763141055
brobert545,"retired busines executive, plane crash survivor(UA 232) google it,six holes in one, two kids, 6 grand kids MAGA. Author: Better Lives for our Grandkids.",29853,http://twitter.com/brobert545/,United States,US,TC1_NA,2,-2.5,6,85,Business Traveler,http://twitter.com/brobert545/status/1998066612079833220
McErin☘️,flagrantly mediocre.,29616,http://twitter.com/colleen_eileen/,,Other,Unknown,1,-5.0,24,564,Unclassified,http://twitter.com/colleen_eileen/status/1917560584901718392
Traps N Trunks,Promo | Mixtape Slots & Hosting | Digital Marketing | Artwork | Consulting 💰 kdough@trapsntrunks.com,29074,http://twitter.com/trapsntrunks/,,Other,Unknown,1,-5.0,19,1489,Tech/Digital,http://twitter.com/trapsntrunks/status/1826604768628015419
VikingXBT,Low iq market commentary  • Advisory: @LiquidAlphaAI • Partnered: @nekoverse_gg,28948,http://twitter.com/VikingXBT/,,Other,Unknown,1,0.0,0,1883,Tech/Digital,http://twitter.com/VikingXBT/status/1765373587261726848
Janet Johnson,There’s something happening here; what it is ain’t exactly clear. (she/her),28727,http://twitter.com/JJohnsonLaw/,,Other,Unknown,1,0.0,8,606,Tech/Digital,http://twitter.com/JJohnsonLaw/status/1801382598557524215
PUBLORD,𝙏𝙊𝙓𝙄𝘾 𝙃𝘼𝙋𝙋𝙔 𝙃𝙊𝙐𝙍!!  #SpacesHost  || #Bitcoin ||  occasional memes,27976,http://twitter.com/publordhodl/,,Other,Unknown,1,0.0,18,495,Unclassified,http://twitter.com/publordhodl/status/1794848652973994068
Midwest Iowa girl,"❤️ #married 26 yr USMC brat. Semper Fi. I tweet stocks and politics, I am a conservative.",27484,http://twitter.com/Maga4Justice/,,Other,Unknown,2,-5.0,16,461,Unclassified,http://twitter.com/Maga4Justice/status/1822816241779695821
Allen Mashburn,"Contributor- The Blaze, The Jenna Ellis Show, Eric Metaxas Show, Salem News, RAV, The Stream, American Greatness, Human Events, AFR, Newsmax; Doctoral student",27341,http://twitter.com/Mashburn4NC/,United States,US,TC1_NA,1,0.0,54,1206,Business Traveler,http://twitter.com/Mashburn4NC/status/1997404805908619750
🏘️ 🏗️ 🇫🇷 Mémoire2Ville 🌆 🚧stop war 🇵🇸🇮🇱,le Logement Collectif* dans tous ses états..Histoire & Mémoire de l'Habitat / Archives ANRU / Rétro Banlieue / Renouvellement Urbain / Urbanisme / HLM 🐈‍⬛,27220,http://twitter.com/Memoire2cite/,France,FR,TC2_EU,1,0.0,45,1421,Tech/Digital,http://twitter.com/Memoire2cite/status/1785304724691939686
P3 Driver 🇺🇲 Winning,"Pronouns: Christ / follower. ✝️ One day every knee will bow, and every tongue confess Jesus is King. Typo proficient.  Didn't pay for the check mark.",27076,http://twitter.com/p3driver/,United States,US,TC1_NA,1,-5.0,4,99,Unclassified,http://twitter.com/p3driver/status/1923494413562429736
SomethingNew,"“The dice are rolled on the table, and every play is decided by God.” Have you read your Bible today?",26585,http://twitter.com/TrumpWon1234567/,United States,US,TC1_NA,4,-2.5,32,823,Unclassified,http://twitter.com/TrumpWon1234567/status/1976007594587062647
shrimp,@solflare ambassador,26482,http://twitter.com/shrimpgangsol/,,Other,Unknown,1,0.0,23,341,Unclassified,http://twitter.com/shrimpgangsol/status/1929588483066106313
SuzieWong 🌹🍄🌲🌳☀️☔,"BA(Econ), MBA. Born: Norwich 1959. Resident of Isle Itler.  My Cat Eats Tories.  Here is an escape to better times: https://t.co/e0o15HwmU8",26181,http://twitter.com/SuzieWo20886208/,,Other,Unknown,1,-5.0,15,308,Unclassified,http://twitter.com/SuzieWo20886208/status/1836090144048205901
Shahab,20+ years of brand building across Web2 & Web3.  Ex-GoPro & Liquid Death strategist.,25625,http://twitter.com/Shahabs/,United States,US,TC1_NA,1,0.0,1,36,Tech/Digital,http://twitter.com/Shahabs/status/2010808080725131580
Egountchi Behanzin,Panafrican Leader | Political Analyst | Revolutionary | Founding President of the international organization @LDNAOFFICIEL,25184,http://twitter.com/EgountchiLdna/,,Other,Unknown,1,0.0,46,1446,Unclassified,http://twitter.com/EgountchiLdna/status/1930805957732581842
Michael Dempsey,"Dreaming about the future, romanticizing the past | MP @compoundvc investing in former science projects & crypto with a thesis-driven approach at seed",25161,http://twitter.com/mhdempsey/,United States,US,TC1_NA,1,5.0,0,0,Tech/Digital,http://twitter.com/mhdempsey/status/1790046483825225858
Jeremy Horpedahl 🥚📉,"Dad, Economist, and Arkansan.  Associate Professor @UCAbusiness, Director @ACRE_UCA, Adjunct Scholar @CatoInstitute. Tweets are mine",25134,http://twitter.com/jmhorp/,United States,US,TC1_NA,1,0.0,29,2714,Business Traveler,http://twitter.com/jmhorp/status/1975756966002569366
GET THE CRIMINALS OUT OF POLITICS!!!!🇺🇲🇺🇲🇺🇲,God fearing Bible thumping Conservative  starting over. I won't be silenced.1776 do we need to repeat this bloody part of History🇺🇲🙏 God Bless America 🤔,25026,http://twitter.com/PatriotMike15/,United States Minor Outlying Islands,Other,Other,1,-5.0,14,130,Unclassified,http://twitter.com/PatriotMike15/status/1870982025660023080
doug funnie,I need more allowance. Verified to not be a degenspartan alt through chainlink proof of reserves Youtube of mostly unstructured aspergers droning linked below,24960,http://twitter.com/cryptoklotz/,,Other,Unknown,1,-5.0,15,1470,Tech/Digital,http://twitter.com/cryptoklotz/status/2001048352884953291
Canada's Travel Guy,"Travel writer. Writes for Toronto Star, Vancouver Sun, BOLD Traveller, Zoomer & more. Board member Society of American Travel Writers. Travel/tourism consultant",24846,http://twitter.com/JimByersTravel/,,Other,Unknown,2,2.5,2,156,Business Traveler,http://twitter.com/JimByersTravel/status/1939696550982365372
Tejas Ghongadi,Co-Founder of @ThePointsCode - Simplifying the #CreditCard #Points & #Airmiles Space to some amazing rewards & luxury travel.,24759,http://twitter.com/tejasghongadi/,,Other,Unknown,1,5.0,56,18317,Business Traveler,http://twitter.com/tejasghongadi/status/1966338710678724640
Anna,Ich putz hier nur. Trollaccount.,24549,http://twitter.com/knalltueten_ag1/,Germany,DE,TC2_EU,1,5.0,144,3598,Unclassified,http://twitter.com/knalltueten_ag1/status/1985261086002598096
Not Lee Kuan Yew!,Trying to spread the wisdom of Lee Kuan Yew!,24333,http://twitter.com/LKYMM23/,,Other,Unknown,1,-5.0,6,7,Unclassified,http://twitter.com/LKYMM23/status/1880701060979016046
Gr8fulNurse 𝕏,Jesus’Grace.✝️❤️Ret. MSN/Rescue🐾 🇺🇸#MAGA/BackTheBlue/Vets/Military/1A/2A/ 🇺🇸 🙏🏼Jesus is our only salvation 🙏🏼🥰✝️🚫porn/DM/Crypto/$.,24158,http://twitter.com/Gr8fulSusan/,United States,US,TC1_NA,1,5.0,1,32,Tech/Digital,http://twitter.com/Gr8fulSusan/status/1849948700904390677
Vic 🌮,"3x dad, 6.2x runner, 0.5x violinist, 1x principal engineer.  my projects: https://t.co/GuNXSaKOaX https://t.co/sWt5LxcymV https://t.co/fsYQRhnIK8",23918,http://twitter.com/VicVijayakumar/,,Other,Unknown,2,5.0,2,587,Tech/Digital,http://twitter.com/VicVijayakumar/status/1976290781720625489
✈Monica-مونيكا✈️,With a mile of runway you have the whole world!! Aviatrix sharing news from the web!! In ❤️ with Aviation ✈..NO DM´s,23793,http://twitter.com/vargasmoni/,,Other,Unknown,20,-0.5,50,2289,Travel Enthusiast,http://twitter.com/vargasmoni/status/1902448635285008449
